heuristic,switch_size,max_queue_length,simulation_length,packet_delay_average,packet_delay_variance,packet_delay_max,packet_delay_min,queue_length_average,queue_length_variance,queue_length_max,queue_length_min,permutation_matrix_amount_average,permutation_matrix_amount_variance,permutation_matrix_amount_max,permutation_matrix_amount_min,throughput_average,throughput_variance,throughput_max,throughput_min
GLJD,9,50,20,4.749804534792807,15.95382130659398,18.0,0.0,6.273518518518519,9.739076508916325,16.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.4737037037037036,0.0027982167352537724,0.55,0.3388888888888889
GLJD,9,50,25,5.9504716981132075,25.65261770202919,23.0,0.0,7.359555555555556,13.33279387654321,20.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.5025185185185186,0.00182246364883402,0.5822222222222222,0.4222222222222222
GLJD,9,50,30,6.794907407407408,32.00052962105624,28.0,0.0,8.368395061728394,16.92379125133364,21.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.5333333333333333,0.0011486053955189757,0.5925925925925926,0.4666666666666667
GLJD,9,50,35,7.682041587901701,41.493609442504855,33.0,0.0,9.291534391534391,20.3841082276532,24.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.5597883597883598,0.0014245961759189276,0.6253968253968254,0.47619047619047616
GLJD,9,50,40,8.659407526020816,53.71057803168075,37.0,0.0,10.16101851851852,23.984350814471874,25.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.5782407407407407,0.0012412980109739367,0.6305555555555555,0.49722222222222223
GLJD,9,50,45,9.460748959778085,63.58549125598019,42.0,0.0,11.005102880658436,27.83602334332504,28.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.5934156378600822,0.0008532574641399515,0.6419753086419753,0.5234567901234568
GLJD,9,50,50,10.165749235474006,73.37081465271349,48.0,0.0,11.820296296296297,31.869336208504798,29.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.6055555555555555,0.0008841975308641973,0.6511111111111111,0.5177777777777778
GLJD,9,50,55,10.743250628483988,81.24493340543326,52.0,0.0,12.617306397306397,36.216575909487695,32.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.6160942760942761,0.000867253908331349,0.6666666666666666,0.5191919191919192
GLJD,9,50,60,11.484720031545741,94.69633592319495,56.0,0.0,13.390925925925925,40.68365840192045,33.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.6261728395061729,0.0007619417771681149,0.674074074074074,0.5388888888888889
GLJD,9,50,65,12.183334828235717,106.94692471173076,59.0,0.0,14.147578347578348,45.36397561708103,36.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.6352706552706554,0.0008182693322294455,0.6786324786324787,0.5504273504273505
GLJD,9,50,70,12.938577763179504,121.96814387968945,63.0,0.0,14.882539682539683,50.067261274880316,37.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.6443386243386243,0.0006530500265950005,0.6793650793650794,0.5714285714285714
GLJD,9,50,75,13.645737196459642,137.28648061812697,74.0,0.0,15.594962962962963,54.73441413443072,38.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.65279012345679,0.0006137332723670168,0.6918518518518518,0.5911111111111111
GLJD,9,50,80,14.295665634674922,150.9486077260833,74.0,0.0,16.29861111111111,59.70481288580247,41.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.6579629629629632,0.000607373113854595,0.6930555555555555,0.5861111111111111
GLJD,9,50,85,14.960577238438832,165.43071872222382,77.0,0.0,16.991503267973854,64.88546157460806,43.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.6642701525054469,0.0006049050460174384,0.7019607843137254,0.5986928104575163
GLJD,9,50,90,15.748047475555008,186.55806841567852,85.0,0.0,17.674485596707818,70.27494572304357,44.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.6691769547325103,0.0005706938305475116,0.7098765432098766,0.6148148148148148
GLJD,9,50,95,16.43166965473368,203.7208962869162,92.0,0.0,18.349395711500975,75.86419943990364,46.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.6741130604288499,0.0005836082517317772,0.7111111111111111,0.6187134502923977
GLJD,9,50,100,17.041301149675803,218.88305419977908,95.0,0.0,19.012333333333334,81.51610714814814,47.0,0.0,10.633333333333333,0.23222222222222227,11.0,10.0,0.6797407407407408,0.000519562414266118,0.71,0.63
GLJD,10,10,5,1.2647887323943663,1.518619321563182,4.0,0.0,2.4006666666666665,1.425466222222222,5.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.23666666666666666,0.0036555555555555564,0.34,0.08
GLJD,10,10,10,2.6059365404298873,5.290978063526619,9.0,0.0,4.031,4.239372333333333,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.3256666666666666,0.0032445555555555548,0.44,0.2
GLJD,10,10,15,3.8028818443804036,10.524833193532046,14.0,0.0,5.374666666666666,6.969402666666666,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.38555555555555554,0.0018906172839506176,0.4866666666666667,0.26666666666666666
GLJD,10,10,20,5.025851938895417,18.06592000471324,19.0,0.0,6.3305,8.110269749999999,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.42550000000000004,0.0025322500000000006,0.51,0.285
GLJD,10,10,25,6.112417118746233,26.742335266638836,23.0,0.0,6.958933333333333,8.120446862222222,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.44239999999999996,0.0023249066666666666,0.524,0.308
GLJD,10,10,30,7.087376237623762,36.95449410597001,29.0,0.0,7.385555555555555,7.718680246913583,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.44888888888888884,0.0020483950617283956,0.53,0.3466666666666667
GLJD,10,10,35,8.170584564177242,50.70691089190237,33.0,0.0,7.686,7.1933087619047615,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.4578095238095237,0.002047174603174603,0.5314285714285715,0.35714285714285715
GLJD,10,10,40,9.067079839591688,64.05383059041746,39.0,0.0,7.918666666666667,6.704051555555554,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.4571666666666666,0.0020590555555555553,0.5325,0.3625
GLJD,10,10,45,9.992461908580593,79.93177958455544,44.0,0.0,8.094444444444445,6.234117283950617,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.46185185185185185,0.0017702331961591221,0.52,0.35555555555555557
GLJD,10,10,50,10.735374052353025,94.95243055311875,47.0,0.0,8.2346,5.812496173333334,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.4660666666666666,0.0017723955555555557,0.536,0.376
GLJD,10,10,55,11.384069197004905,107.52780714419191,53.0,0.0,8.349333333333334,5.43845107070707,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.46945454545454546,0.0016439449035812676,0.5418181818181819,0.3781818181818182
GLJD,10,10,60,11.858707170611092,118.67237120036893,56.0,0.0,8.445388888888889,5.107573182098765,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.47183333333333344,0.0016761759259259258,0.5416666666666666,0.38166666666666665
GLJD,10,10,65,12.431090437040242,134.4358615976195,63.0,0.0,8.526461538461538,4.812786966469428,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.47405128205128205,0.0016876896778435242,0.5430769230769231,0.38
GLJD,10,10,70,12.882429069188651,147.37701829076272,67.0,0.0,8.593571428571428,4.54533962585034,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.4783333333333334,0.0014243650793650795,0.5385714285714286,0.4014285714285714
GLJD,10,10,75,13.32020295202952,157.4224700695116,67.0,0.0,8.652,4.306718222222222,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.4817777777777778,0.001339417283950617,0.5386666666666666,0.408
GLJD,10,10,80,13.598011240812797,166.23295756667002,73.0,0.0,8.706041666666666,4.096963498263888,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.481875,0.0011792447916666665,0.53625,0.40875
GLJD,10,10,85,13.905926469389419,173.44676279006072,80.0,0.0,8.754627450980392,3.908380547481737,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.48105882352941176,0.001080262975778547,0.5294117647058824,0.4164705882352941
GLJD,10,10,90,14.10094564465288,179.97804707992393,84.0,0.0,8.796407407407408,3.7348093155006863,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.4817407407407408,0.0011074636488340197,0.5377777777777778,0.4222222222222222
GLJD,10,10,95,14.378655608904408,187.74276862764822,86.0,0.0,8.833824561403508,3.576596249923053,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.48231578947368425,0.0009412668513388735,0.5347368421052632,0.42947368421052634
GLJD,10,10,100,14.589522363335174,194.9313838690471,94.0,0.0,8.8674,3.4316839066666667,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.4829333333333334,0.0007861288888888889,0.537,0.432
GLJD,10,25,5,1.2647887323943663,1.518619321563182,4.0,0.0,2.4006666666666665,1.425466222222222,5.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.23666666666666666,0.0036555555555555564,0.34,0.08
GLJD,10,25,10,2.6059365404298873,5.290978063526619,9.0,0.0,4.031,4.239372333333333,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.3256666666666666,0.0032445555555555548,0.44,0.2
GLJD,10,25,15,3.7916188289322617,10.520871202584624,14.0,0.0,5.426222222222222,7.484112395061726,14.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.38711111111111113,0.0017064691358024686,0.4866666666666667,0.2866666666666667
GLJD,10,25,20,4.930011411182959,17.947935374536957,19.0,0.0,6.6738333333333335,11.070781972222225,17.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.43816666666666665,0.0021574722222222225,0.515,0.295
GLJD,10,25,25,5.942606728866271,26.037135755148395,23.0,0.0,7.8232,14.881275093333334,20.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.47159999999999996,0.001785973333333334,0.552,0.352
GLJD,10,25,30,6.890137047854415,35.1708103833747,29.0,0.0,8.917222222222222,19.11748117283951,22.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.49455555555555564,0.0014092469135802465,0.5533333333333333,0.41333333333333333
GLJD,10,25,35,7.994324423288173,47.40476456556609,33.0,0.0,9.949714285714286,23.54870944217687,24.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.5201904761904762,0.0012946575963718823,0.5742857142857143,0.43714285714285717
GLJD,10,25,40,8.963286986408374,59.81071277016184,39.0,0.0,10.938,28.209322666666665,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.5334166666666665,0.001367284722222222,0.59,0.435
GLJD,10,25,45,10.02029569892473,74.05644292331483,44.0,0.0,11.892888888888889,33.107193876543214,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.5511111111111112,0.001235555555555555,0.6066666666666667,0.44
GLJD,10,25,50,10.934015525758644,88.33403701599042,47.0,0.0,12.783533333333333,37.53627551555555,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.5668000000000001,0.001186559999999999,0.624,0.472
GLJD,10,25,55,11.828323940722187,101.51415079132624,53.0,0.0,13.614060606060606,41.4652326023875,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.5807272727272728,0.000974677685950413,0.6309090909090909,0.49818181818181817
GLJD,10,25,60,12.667103538663172,114.7792754337658,56.0,0.0,14.367888888888888,44.582657765432096,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.5934444444444444,0.0011703580246913577,0.6383333333333333,0.49833333333333335
GLJD,10,25,65,13.62891689373297,133.0114798895511,63.0,0.0,15.055128205128206,47.020294214332665,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6022564102564102,0.0012043760683760685,0.6523076923076923,0.52
GLJD,10,25,70,14.476190476190476,149.3517634003956,67.0,0.0,15.672952380952381,48.73923033106576,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.611,0.001084918367346938,0.6628571428571428,0.5342857142857143
GLJD,10,25,75,15.3028974045582,164.7381474753466,67.0,0.0,16.2268,49.852250648888884,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6181777777777777,0.0010490646913580246,0.6706666666666666,0.5373333333333333
GLJD,10,25,80,16.046156933574153,179.8006657111401,73.0,0.0,16.721083333333333,50.443038826388886,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.622875,0.0009279322916666663,0.67625,0.54625
GLJD,10,25,85,16.774470485023187,194.0642511138989,80.0,0.0,17.16356862745098,50.63453942176086,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6258039215686274,0.0008326582083813917,0.6776470588235294,0.56
GLJD,10,25,90,17.426461936698434,209.52921387344824,84.0,0.0,17.558814814814816,50.49276303978053,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6295555555555554,0.0007912427983539102,0.68,0.5666666666666667
GLJD,10,25,95,18.144244105409154,226.36998420670935,86.0,0.0,17.913859649122806,50.11682545398584,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6324561403508773,0.0006989535241612801,0.6747368421052632,0.5747368421052632
GLJD,10,25,100,18.687611642324264,240.58676782732272,94.0,0.0,18.234366666666666,49.57403893222222,25.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6344666666666666,0.0006720488888888901,0.68,0.578
GLJD,10,50,5,1.2647887323943663,1.518619321563182,4.0,0.0,2.4006666666666665,1.425466222222222,5.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.23666666666666666,0.0036555555555555564,0.34,0.08
GLJD,10,50,10,2.6059365404298873,5.290978063526619,9.0,0.0,4.031,4.239372333333333,10.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.3256666666666666,0.0032445555555555548,0.44,0.2
GLJD,10,50,15,3.7916188289322617,10.520871202584624,14.0,0.0,5.426222222222222,7.484112395061726,14.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.38711111111111113,0.0017064691358024686,0.4866666666666667,0.2866666666666667
GLJD,10,50,20,4.930011411182959,17.947935374536957,19.0,0.0,6.6738333333333335,11.070781972222225,17.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.43816666666666665,0.0021574722222222225,0.515,0.295
GLJD,10,50,25,5.942606728866271,26.037135755148395,23.0,0.0,7.8232,14.881275093333334,20.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.47159999999999996,0.001785973333333334,0.552,0.352
GLJD,10,50,30,6.890137047854415,35.1708103833747,29.0,0.0,8.917222222222222,19.11748117283951,22.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.49455555555555564,0.0014092469135802465,0.5533333333333333,0.41333333333333333
GLJD,10,50,35,7.994324423288173,47.40476456556609,33.0,0.0,9.949714285714286,23.54870944217687,24.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.5201904761904762,0.0012946575963718823,0.5742857142857143,0.43714285714285717
GLJD,10,50,40,8.963286986408374,59.81071277016184,39.0,0.0,10.939416666666666,28.250412993055555,28.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.5334166666666665,0.001367284722222222,0.59,0.435
GLJD,10,50,45,10.019352237602472,74.05311292538438,44.0,0.0,11.901925925925926,33.36608517969822,31.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.5511851851851851,0.0012192537722908088,0.6066666666666667,0.44222222222222224
GLJD,10,50,50,10.930864197530864,88.33125786574345,47.0,0.0,12.817866666666667,38.44696078222223,33.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.567,0.0011684666666666656,0.624,0.474
GLJD,10,50,55,11.810723581467986,101.4471520532128,53.0,0.0,13.696909090909092,43.55183287052342,35.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.582121212121212,0.000882662993572084,0.6309090909090909,0.5072727272727273
GLJD,10,50,60,12.636372110365398,114.60183516056442,56.0,0.0,14.531611111111111,48.52266740432099,37.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.596,0.000997518518518518,0.64,0.5066666666666667
GLJD,10,50,65,13.585258525852586,132.66957366803786,63.0,0.0,15.339435897435898,53.57765506640368,38.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.606,0.0009624220907297827,0.6538461538461539,0.5338461538461539
GLJD,10,50,70,14.417271183824663,148.54150445354685,67.0,0.0,16.123857142857144,58.71965940816327,40.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6170476190476192,0.0007896507936507931,0.6657142857142857,0.5471428571428572
GLJD,10,50,75,15.227143668370244,163.5827044478432,67.0,0.0,16.8852,63.867220960000004,43.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6261333333333333,0.0007436562962962964,0.6746666666666666,0.5573333333333333
GLJD,10,50,80,15.95183018991917,178.04387800021098,73.0,0.0,17.627166666666668,69.05857863888889,45.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6340416666666666,0.0005894461805555556,0.68,0.57
GLJD,10,50,85,16.662149733276106,191.8793577184592,80.0,0.0,18.361960784313727,74.5477294886582,47.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6395686274509804,0.0005140007689350247,0.6835294117647058,0.5858823529411765
GLJD,10,50,90,17.326953930781574,206.66928723762095,84.0,0.0,19.080296296296297,80.0743673196159,47.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6463703703703705,0.00044476817558299027,0.6855555555555556,0.6
GLJD,10,50,95,18.08096468561585,223.07990036137133,86.0,0.0,19.790736842105265,85.83873524653738,50.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6517894736842107,0.00040372299168975063,0.6863157894736842,0.6031578947368421
GLJD,10,50,100,18.664704090955233,236.86818775884936,94.0,0.0,20.492966666666668,91.84015053222222,50.0,0.0,11.866666666666667,0.18222222222222226,13.0,11.0,0.6567333333333333,0.00038579555555555574,0.694,0.608
GLJD,15,10,5,1.3355704697986577,1.5070792606939627,4.0,0.0,2.531111111111111,1.5236987654320988,5.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.19866666666666663,0.0029908148148148146,0.30666666666666664,0.06666666666666667
GLJD,15,10,10,2.539527302363488,4.748845090330375,9.0,0.0,4.27,4.763766666666666,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.27266666666666667,0.0031299259259259258,0.36666666666666664,0.16666666666666666
GLJD,15,10,15,4.083079599826012,11.883049933202798,14.0,0.0,5.686222222222222,7.672802765432098,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.34059259259259267,0.001816603566529493,0.44,0.24444444444444444
GLJD,15,10,20,5.56240691093238,21.21482745074759,19.0,0.0,6.618222222222222,8.46402350617284,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.37300000000000005,0.0017550740740740736,0.4533333333333333,0.21666666666666667
GLJD,15,10,25,6.7940907008703615,31.044866591864967,24.0,0.0,7.204177777777778,8.194844768395061,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.38808888888888876,0.0015036365432098762,0.4693333333333333,0.23733333333333334
GLJD,15,10,30,7.884957426679281,41.120161611243326,29.0,0.0,7.602074074074074,7.660914216735254,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.3914814814814816,0.0017096570644718797,0.46444444444444444,0.23777777777777778
GLJD,15,10,35,8.838761689777492,52.59347979519147,34.0,0.0,7.886412698412698,7.086082051902243,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.39377777777777784,0.0015726520534139583,0.4704761904761905,0.2438095238095238
GLJD,15,10,40,9.68870328425821,64.79876253143883,38.0,0.0,8.102722222222223,6.557392589506174,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.3924444444444445,0.0016208765432098764,0.4483333333333333,0.25
GLJD,15,10,45,10.608347913021744,80.94508402392029,44.0,0.0,8.26720987654321,6.072253202865416,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.39516049382716045,0.001563410455723213,0.45037037037037037,0.2785185185185185
GLJD,15,10,50,11.442486814050051,98.840340533296,48.0,0.0,8.400088888888888,5.648017769876543,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.3960444444444445,0.0015410350617283948,0.452,0.2946666666666667
GLJD,15,10,55,12.326342451874368,119.22024832446937,54.0,0.0,8.506787878787879,5.27064079338843,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.39878787878787875,0.001568852157943067,0.4666666666666667,0.32242424242424245
GLJD,15,10,60,13.015729089563287,137.21718412793987,58.0,0.0,8.596481481481481,4.940172805212621,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.4002962962962963,0.0013948093278463645,0.47444444444444445,0.31333333333333335
GLJD,15,10,65,13.58080204778157,153.08254952736783,64.0,0.0,8.673264957264957,4.6494493400540575,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.4006837606837606,0.0012563196727299287,0.47384615384615386,0.3087179487179487
GLJD,15,10,70,14.007526540960228,164.46952028035244,66.0,0.0,8.739396825396826,4.391355826656589,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.40069841269841266,0.0011576074577979338,0.46285714285714286,0.31333333333333335
GLJD,15,10,75,14.602615915937982,183.25453353467506,70.0,0.0,8.794192592592593,4.157050718463649,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.4032296296296296,0.0012745472702331963,0.4648888888888889,0.30933333333333335
GLJD,15,10,80,15.13249363342281,199.2708341768643,78.0,0.0,8.844,3.9495528888888893,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.4035833333333333,0.0013679699074074072,0.45666666666666667,0.29833333333333334
GLJD,15,10,85,15.520957695302362,212.91514603324794,84.0,0.0,8.888915032679739,3.763529411081208,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.4029281045751634,0.0013243289333162455,0.4596078431372549,0.28784313725490196
GLJD,15,10,90,15.887506100536847,226.77016601082173,85.0,0.0,8.926444444444444,3.5920463703703702,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.40474074074074073,0.0012277128486511202,0.4711111111111111,0.3118518518518518
GLJD,15,10,95,16.145803162833808,236.62573211140287,94.0,0.0,8.962573099415204,3.438973496118464,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.403812865497076,0.001150801135392086,0.4687719298245614,0.31719298245614036
GLJD,15,10,100,16.51283319593295,250.19399579273147,94.0,0.0,8.993733333333333,3.2976051733333334,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.4043333333333334,0.0010384814814814818,0.468,0.32466666666666666
GLJD,15,25,5,1.3355704697986577,1.5070792606939627,4.0,0.0,2.531111111111111,1.5236987654320988,5.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.19866666666666663,0.0029908148148148146,0.30666666666666664,0.06666666666666667
GLJD,15,25,10,2.539527302363488,4.748845090330375,9.0,0.0,4.27,4.763766666666666,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.27266666666666667,0.0031299259259259258,0.36666666666666664,0.16666666666666666
GLJD,15,25,15,4.049978457561396,11.895821843568665,14.0,0.0,5.789777777777778,8.630621432098767,14.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.34385185185185185,0.0016375089163237315,0.44,0.25333333333333335
GLJD,15,25,20,5.4079134642755475,20.948608028947664,19.0,0.0,7.174222222222222,13.033202172839507,19.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.39033333333333337,0.0013498888888888892,0.46,0.24666666666666667
GLJD,15,25,25,6.533445166701615,29.883186306544577,24.0,0.0,8.446488888888888,17.690158783209878,23.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.42391111111111107,0.0010948661728395058,0.48533333333333334,0.2906666666666667
GLJD,15,25,30,7.555427441937078,38.645873606619695,29.0,0.0,9.651407407407408,22.78677950068587,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.4497037037037037,0.0010444389574759945,0.49333333333333335,0.3288888888888889
GLJD,15,25,35,8.509479956663055,48.75478553670552,34.0,0.0,10.814031746031747,28.385288824389015,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.4688253968253969,0.0011715757117661879,0.5161904761904762,0.34285714285714286
GLJD,15,25,40,9.389359267734553,59.581923388089166,38.0,0.0,11.928333333333333,34.25075277777778,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.48555555555555563,0.0011424691358024692,0.53,0.3616666666666667
GLJD,15,25,45,10.448130749657468,74.29722150100984,44.0,0.0,12.973777777777778,39.781090172839505,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.5045925925925927,0.001045538180155464,0.5614814814814815,0.3985185185185185
GLJD,15,25,50,11.4455496484308,90.76049768708229,48.0,0.0,13.9348,44.52059340444445,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.5183111111111111,0.0011248513580246913,0.568,0.4226666666666667
GLJD,15,25,55,12.527144695994549,109.88869679915847,54.0,0.0,14.79389898989899,48.08152237363535,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.5336161616161618,0.001182411590654015,0.5854545454545454,0.44727272727272727
GLJD,15,25,60,13.483873162765379,127.85140024085298,58.0,0.0,15.55162962962963,50.498964010973936,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.5442962962962963,0.000965903978052126,0.6011111111111112,0.4666666666666667
GLJD,15,25,65,14.393367567901999,145.24203235805726,64.0,0.0,16.215931623931624,51.95604020045292,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.5525811965811965,0.000897001680181167,0.6071794871794872,0.4717948717948718
GLJD,15,25,70,15.196213327268593,160.1464559817828,66.0,0.0,16.794349206349207,52.61789822726128,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.5583492063492064,0.0007762922650541696,0.5942857142857143,0.4857142857142857
GLJD,15,25,75,16.15572439088289,182.22872345351303,70.0,0.0,17.295733333333335,52.64732698074074,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.5654814814814816,0.0008827303155006858,0.6133333333333333,0.488
GLJD,15,25,80,17.08622118243408,204.42484158153113,78.0,0.0,17.736805555555556,52.29042312885802,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.5699166666666666,0.0009270532407407406,0.6166666666666667,0.48083333333333333
GLJD,15,25,85,17.926269174579986,226.56016822119008,84.0,0.0,18.127738562091505,51.67372207544107,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.572653594771242,0.0009970619847067363,0.6188235294117647,0.46980392156862744
GLJD,15,25,90,18.679674796747967,247.63868401918938,85.0,0.0,18.473333333333333,50.84598024691358,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.577037037037037,0.0009251028806584363,0.6162962962962963,0.49037037037037035
GLJD,15,25,95,19.32935367679793,266.63263263500016,94.0,0.0,18.785520467836257,49.93685233145241,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.5779883040935673,0.0008569933996785331,0.6224561403508772,0.4968421052631579
GLJD,15,25,100,20.048124449212615,289.1851624848381,94.0,0.0,19.065355555555556,48.93966198469135,25.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.5799777777777778,0.0007660587654320987,0.6246666666666667,0.5053333333333333
GLJD,15,50,5,1.3355704697986577,1.5070792606939627,4.0,0.0,2.531111111111111,1.5236987654320988,5.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.19866666666666663,0.0029908148148148146,0.30666666666666664,0.06666666666666667
GLJD,15,50,10,2.539527302363488,4.748845090330375,9.0,0.0,4.27,4.763766666666666,10.0,0.0,17.5,0.31666666666666665,19.0,17.0,0.27266666666666667,0.0031299259259259258,0.36666666666666664,0.16666666666666666
